network_node	genome	Family	Division	Cluster designation
G348_Cl_5	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Alien
G348_Cl_6	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Native
G348_Cl_7	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Alien
G348_Cl_8	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Alien
G348_Cl_9	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Native
G348_Cl_10	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Native
G348_Cl_11	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Native
G348_Cl_12	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Alien
G348_Cl_13	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Alien
G348_Cl_14	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Native
G348_Cl_15	Pelobacter carbinolicus DSM 2380	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_1	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Native
G349_Cl_2	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_3	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_4	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_5	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_6	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Native
G349_Cl_7	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_8	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_9	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Native
G349_Cl_10	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_11	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_12	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_13	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_14	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G349_Cl_15	Pelobacter propionicus DSM 2379	Pelobacteraceae	Proteobacteria	Alien
G350_Cl_1	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Native
G350_Cl_2	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Native
G350_Cl_3	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Alien
G350_Cl_4	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Alien
G350_Cl_5	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Alien
G350_Cl_6	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Alien
G350_Cl_7	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Alien
G350_Cl_8	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Native
G350_Cl_9	Pelodictyon luteolum DSM 273	Chlorobiaceae	Chlorobi	Alien
G351_Cl_1	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Native
G351_Cl_2	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Alien
G351_Cl_3	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Native
G351_Cl_4	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Native
G351_Cl_5	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Native
G351_Cl_6	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Alien
G351_Cl_7	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Native
G351_Cl_8	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Alien
G351_Cl_9	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Alien
G351_Cl_10	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Native
G351_Cl_11	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Alien
G351_Cl_12	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Native
G351_Cl_13	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Alien
G351_Cl_14	Pelotomaculum thermopropionicum SI	Peptococcaceae	Firmicutes	Native
G352_Cl_1	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Native
G352_Cl_2	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Native
G352_Cl_3	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G352_Cl_4	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Native
G352_Cl_5	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G352_Cl_6	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G352_Cl_7	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G352_Cl_8	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G352_Cl_9	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G352_Cl_10	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G352_Cl_11	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G352_Cl_12	Photobacterium profundum SS9	Vibrionaceae	Proteobacteria	Alien
G353_Cl_1	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Native
G353_Cl_2	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_3	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_4	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_5	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_6	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Native
G353_Cl_7	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_8	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_9	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_10	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_11	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_12	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_13	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Native
G353_Cl_14	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_15	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Native
G353_Cl_16	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_17	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_18	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_19	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Native
G353_Cl_20	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_21	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_22	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_23	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Alien
G353_Cl_24	Photorhabdus luminescens subsp. laumondii TTO1	Enterobacteriaceae	Proteobacteria	Native
G354_Cl_1	Picrophilus torridus DSM 9790	Picrophilaceae	Euryarchaeota	Native
G354_Cl_2	Picrophilus torridus DSM 9790	Picrophilaceae	Euryarchaeota	Alien
G355_Cl_1	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Native
G355_Cl_2	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_3	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_4	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_5	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Native
G355_Cl_6	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_7	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_8	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_9	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_10	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_11	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G355_Cl_12	Rhodopirellula baltica SH 1	Planctomycetaceae	Planctomycetes	Alien
G356_Cl_1	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Native
G356_Cl_2	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Alien
G356_Cl_3	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Alien
G356_Cl_4	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Native
G356_Cl_5	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Native
G356_Cl_6	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Alien
G356_Cl_7	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Alien
G356_Cl_8	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Native
G356_Cl_9	Polaromonas sp. JS666	Comamonadaceae	Proteobacteria	Alien
G357_Cl_1	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Native
G357_Cl_2	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Native
G357_Cl_3	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Alien
G357_Cl_4	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Native
G357_Cl_5	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Alien
G357_Cl_6	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Alien
G357_Cl_7	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Native
G357_Cl_8	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Alien
G357_Cl_9	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Alien
G357_Cl_10	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Native
G357_Cl_11	Polaromonas naphthalenivorans CJ2	Comamonadaceae	Proteobacteria	Alien
G358_Cl_1	Polynucleobacter sp. QLW-P1DMWA-1	Burkholderiaceae	Proteobacteria	Native
G358_Cl_2	Polynucleobacter sp. QLW-P1DMWA-1	Burkholderiaceae	Proteobacteria	Native
G358_Cl_3	Polynucleobacter sp. QLW-P1DMWA-1	Burkholderiaceae	Proteobacteria	Alien
G358_Cl_4	Polynucleobacter sp. QLW-P1DMWA-1	Burkholderiaceae	Proteobacteria	Alien
G358_Cl_5	Polynucleobacter sp. QLW-P1DMWA-1	Burkholderiaceae	Proteobacteria	Alien
G359_Cl_1	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Native
G359_Cl_2	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_3	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_4	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_5	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_6	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_7	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_8	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_9	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_10	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G359_Cl_11	Porphyromonas gingivalis W83	Porphyromonadaceae	Bacteroidetes	Alien
G360_Cl_1	Prochlorococcus marinus str. AS9601	Prochlorococcaceae	Cyanobacteria	Native
G360_Cl_2	Prochlorococcus marinus str. AS9601	Prochlorococcaceae	Cyanobacteria	Alien
G361_Cl_1	Prochlorococcus marinus subsp. marinus str. CCMP1375	Prochlorococcaceae	Cyanobacteria	Native
G361_Cl_2	Prochlorococcus marinus subsp. marinus str. CCMP1375	Prochlorococcaceae	Cyanobacteria	Alien
G361_Cl_3	Prochlorococcus marinus subsp. marinus str. CCMP1375	Prochlorococcaceae	Cyanobacteria	Alien
G361_Cl_4	Prochlorococcus marinus subsp. marinus str. CCMP1375	Prochlorococcaceae	Cyanobacteria	Alien
G361_Cl_5	Prochlorococcus marinus subsp. marinus str. CCMP1375	Prochlorococcaceae	Cyanobacteria	Alien
G362_Cl_1	Prochlorococcus marinus subsp. pastoris str. CCMP1986	Prochlorococcaceae	Cyanobacteria	Native
G362_Cl_2	Prochlorococcus marinus subsp. pastoris str. CCMP1986	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_1	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Native
G363_Cl_2	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_3	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_4	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_5	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_6	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_7	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_8	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_9	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_10	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G363_Cl_11	Prochlorococcus marinus str. MIT 9313	Prochlorococcaceae	Cyanobacteria	Alien
G364_Cl_1	Prochlorococcus marinus str. MIT 9301	Prochlorococcaceae	Cyanobacteria	Native
G364_Cl_2	Prochlorococcus marinus str. MIT 9301	Prochlorococcaceae	Cyanobacteria	Alien
G365_Cl_1	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Native
G365_Cl_2	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Alien
G365_Cl_3	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Native
G365_Cl_4	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Alien
G365_Cl_5	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Alien
G365_Cl_6	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Native
G365_Cl_7	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Alien
G365_Cl_8	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Alien
G365_Cl_9	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Native
G365_Cl_10	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Alien
G365_Cl_11	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Native
G365_Cl_12	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Alien
G365_Cl_13	Prochlorococcus marinus str. MIT 9303	Prochlorococcaceae	Cyanobacteria	Alien
G366_Cl_1	Prochlorococcus marinus str. MIT 9312	Prochlorococcaceae	Cyanobacteria	Native
G366_Cl_2	Prochlorococcus marinus str. MIT 9312	Prochlorococcaceae	Cyanobacteria	Alien
G367_Cl_1	Prochlorococcus marinus str. MIT 9515	Prochlorococcaceae	Cyanobacteria	Native
G367_Cl_2	Prochlorococcus marinus str. MIT 9515	Prochlorococcaceae	Cyanobacteria	Alien
G368_Cl_1	Prochlorococcus marinus str. NATL1A	Prochlorococcaceae	Cyanobacteria	Native
G368_Cl_2	Prochlorococcus marinus str. NATL1A	Prochlorococcaceae	Cyanobacteria	Alien
G368_Cl_3	Prochlorococcus marinus str. NATL1A	Prochlorococcaceae	Cyanobacteria	Alien
G368_Cl_4	Prochlorococcus marinus str. NATL1A	Prochlorococcaceae	Cyanobacteria	Alien
G368_Cl_5	Prochlorococcus marinus str. NATL1A	Prochlorococcaceae	Cyanobacteria	Alien
G369_Cl_1	Prochlorococcus marinus str. NATL2A	Prochlorococcaceae	Cyanobacteria	Native
G369_Cl_2	Prochlorococcus marinus str. NATL2A	Prochlorococcaceae	Cyanobacteria	Alien
G369_Cl_3	Prochlorococcus marinus str. NATL2A	Prochlorococcaceae	Cyanobacteria	Alien
G369_Cl_4	Prochlorococcus marinus str. NATL2A	Prochlorococcaceae	Cyanobacteria	Alien
G369_Cl_5	Prochlorococcus marinus str. NATL2A	Prochlorococcaceae	Cyanobacteria	Alien
G369_Cl_6	Prochlorococcus marinus str. NATL2A	Prochlorococcaceae	Cyanobacteria	Alien
G370_Cl_1	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Native
G370_Cl_2	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Native
G370_Cl_3	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Alien
G370_Cl_4	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Native
G370_Cl_5	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Alien
G370_Cl_6	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Alien
G370_Cl_7	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Alien
G370_Cl_8	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Native
G370_Cl_9	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Native
G370_Cl_10	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Native
G370_Cl_11	Propionibacterium acnes KPA171202	Propionibacteriaceae	Actinobacteria	Native
G371_Cl_1	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Native
G371_Cl_2	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Alien
G371_Cl_3	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Alien
G371_Cl_4	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Alien
G371_Cl_5	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Native
G371_Cl_6	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Native
G371_Cl_7	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Alien
G371_Cl_8	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Alien
G371_Cl_9	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Alien
G371_Cl_10	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Alien
G371_Cl_11	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Native
G371_Cl_12	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Native
G371_Cl_13	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Alien
G371_Cl_14	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Native
G371_Cl_15	Prosthecochloris vibrioformis DSM 265	Chlorobiaceae	Chlorobi	Native
G372_Cl_1	Pseudoalteromonas atlantica T6c	Pseudoalteromonadaceae	Proteobacteria	Native
G372_Cl_2	Pseudoalteromonas atlantica T6c	Pseudoalteromonadaceae	Proteobacteria	Alien
G372_Cl_3	Pseudoalteromonas atlantica T6c	Pseudoalteromonadaceae	Proteobacteria	Alien
G372_Cl_4	Pseudoalteromonas atlantica T6c	Pseudoalteromonadaceae	Proteobacteria	Alien
G372_Cl_5	Pseudoalteromonas atlantica T6c	Pseudoalteromonadaceae	Proteobacteria	Alien
G372_Cl_6	Pseudoalteromonas atlantica T6c	Pseudoalteromonadaceae	Proteobacteria	Alien
G372_Cl_7	Pseudoalteromonas atlantica T6c	Pseudoalteromonadaceae	Proteobacteria	Alien
G373_Cl_1	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonadaceae	Proteobacteria	Native
G373_Cl_2	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonadaceae	Proteobacteria	Alien
G373_Cl_3	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonadaceae	Proteobacteria	Alien
G373_Cl_4	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonadaceae	Proteobacteria	Alien
G374_Cl_1	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Native
G374_Cl_2	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Alien
G374_Cl_3	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Native
G374_Cl_4	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Alien
G374_Cl_5	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Native
G374_Cl_6	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Native
G374_Cl_7	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Alien
G374_Cl_8	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Native
G374_Cl_9	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Native
G374_Cl_10	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Alien
G374_Cl_11	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Native
G374_Cl_12	Pseudomonas aeruginosa PAO1	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_1	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Native
G375_Cl_2	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_3	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_4	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_5	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Native
G375_Cl_6	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Native
G375_Cl_7	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Native
G375_Cl_8	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_9	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_10	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Native
G375_Cl_11	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Native
G375_Cl_12	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_13	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_14	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_15	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G375_Cl_16	Pseudomonas aeruginosa PA7	Pseudomonadaceae	Proteobacteria	Alien
G376_Cl_1	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_2	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Alien
G376_Cl_3	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Alien
G376_Cl_4	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_5	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Alien
G376_Cl_6	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Alien
G376_Cl_7	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_8	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_9	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_10	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_11	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_12	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_13	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Native
G376_Cl_14	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonadaceae	Proteobacteria	Alien
G377_Cl_1	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_2	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_3	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Alien
G377_Cl_4	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_5	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_6	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Alien
G377_Cl_7	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_8	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_9	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_10	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_11	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_12	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_13	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_14	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_15	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G377_Cl_16	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
